customer_id,customer_title,forename,surname,address_1,address_2,address_3,county,postcode,telephone,age,package_bought,monthly_subscription,days_active,recent_nps,,1a,Quantitative Data,,,Qualitative Data,,,,,,
540,,Clare,Collins,2 Jordan Island,,Henryton,Pembrokeshire,SE87 5SE,+44(0)29 2018 0082,47,enterprise,30.97,177,2,,,,,,,,,,,,
541,,Charlene,Ingram,3 Toby Neck,,New Eileen,Cheshire,KA7N 8WA,+44118 4960886,50,pro,28.96,299,9,,,,,,,,,,,,
542,,Gregory,Horton,Studio 21,Hooper Drive,Pamelaton,Falkirk,EC4 1QB,+44113 4960315,44,basic,17.83,206,10,,,,,,,,,,,,
543,,Simon,King,Flat 8,Khan Burg,Port Roger,West Berkshire,M9K 1YG,+44(0)151 496 0052,65,basic,18.25,116,9,,,,,,,,,,,,
544,,Stanley,Pugh,Studio 3,Taylor Forest,New Trevorport,Moray,BH6 5LZ,(0113) 496 0719,51,basic,15.32,134,8,,,,,,,,,,,,
545,,Megan,Brown,Flat 4,Julie Knolls,West Jasonchester,Moray,LS4A 4DE,+44191 496 0722,44,pro,29.93,183,7,,,,,,,,,,,,
546,Dr,Marc,Graham,7 Smith Creek,,Thompsonborough,Fermanagh,HU6 8TY,(01632)960703,73,enterprise,38.78,180,2,,,,,,,,,,,,
547,Dr,Nicholas,Walsh,Studio 01,Donna Field,New Danny,West Dunbartonshire,LU1 0WP,+4429 2018899,42,enterprise,22.89,207,8,,,,,,,,,,,,
548,,Natasha,Henderson,Studio 5,Jacob Cliffs,West Antonymouth,North Lanarkshire,KW4 0PB,0113 4960310,54,basic,19.13,205,9,,,,,,,,,,,,
549,,Charles,Sullivan,Studio 1,Gray Gateway,Seanburgh,Shropshire,S0K 3EH,1414960502,49,basic,19.27,201,9,,,,,,,,,,,,
550,,Natalie,Ward-Watts,25 Clive Coves,,West Stuart,Suffolk,NP4P 1YY,(029)2018297,69,pro,33.44,215,9,,,,,,,,,,,,
551,,Kirsty,Wilson-Barry,50 Barker Groves,,Jasminemouth,Renfrewshire,L7F 9RJ,+44117 496 0235,49,pro,30.82,245,7,,,,,,,,,,,,
552,,Mark,Walker,Flat 0,Janice Stream,Port Iainville,Cleveland,NG95 0RG,(0808) 157 0550,61,basic,17.82,219,10,,,,,,,,,,,,
553,Ms,Kathryn,Thompson,Flat 96,Reynolds Lakes,Waynechester,Oxfordshire,B7 0FT,+44151 496 0056,37,basic,19.91,176,7,,,,,,,,,,,,
554,,Joshua,Williams,Flat 2,Powell Extension,New Joanberg,Perth and Kinross,TQ22 0SY,+44(0)1184960444,38,basic,15.5,102,7,,,,,,,,,,,,
555,Dr,Rachel,Walsh,600 Deborah Terrace,,Lake Kayleigh,Merionethshire,CO52 3LZ,+44(0)29 2018 0237,50,basic,15.54,223,9,,,,,,,,,,,,
556,Mr,Shane,Wright,319 John Wells,,Hughesmouth,Angus,M2 4ZJ,+44(0)114 4960096,42,pro,33.04,236,9,,,,,,,,,,,,
557,Mr,Charlie,Thompson,Flat 7,Davies Plains,West Rebecca,Fermanagh,M5T 8QE,+44(0)1914960886,35,pro,25.08,265,9,,,,,,,,,,,,
558,,Tony,Carter,115 Rosemary Mission,,Adamton,Buckinghamshire,B4 8QN,(0191) 496 0813,58,pro,29.96,194,7,,,,,,,,,,,,
559,,Hannah,Hill,Flat 01W,Murray Shoals,Port Mollyburgh,Clackmannanshire,CB28 4YN,0151 496 0221,54,pro,34.45,173,8,,,,,,,,,,,,
560,,Katherine,Clarke,17 Wilkinson Ramp,,North Damien,Northamptonshire,NN86 3EG,+44115 496 0338,53,enterprise,19.34,143,10,,,,,,,,,,,,
561,Miss,Marian,Riley,24 Skinner Mountains,,Belltown,Monmouthshire,N3 7WS,+44(0)113 496 0895,55,basic,17.16,209,10,,,,,,,,,,,,
562,,Stephanie,Clarke-Freeman,Flat 70,Alexandra Glens,Greenland,Down,M0E 6ZQ,(01632) 960479,37,basic,16.35,181,7,,,,,,,,,,,,
563,,Valerie,Barrett,832 James Pines,,South Mollyborough,Orkney Islands,FK2 7WU,(020) 7496 0364,32,basic,17.14,175,8,,,,,,,,,,,,
564,,Jade,Wright,2 Clarke Ramp,,Darrenberg,Down,G6T 4NB,(0131) 496 0651,30,enterprise,30.04,237,7,,,,,,,,,,,,
565,Ms,Judith,Thomas,Flat 9,Walker Avenue,Lake Bethan,Essex,HG1 9WG,+4429 2018 0100,61,basic,19.98,232,9,,,,,,,,,,,,
566,,Kenneth,Carr,Studio 97,Sian Streets,South Naomiborough,Anglesey,M4A 6FP,(0118)4960976,39,enterprise,29.07,171,7,,,,,,,,,,,,
567,Dr,Deborah,Jones,Flat 2,Dunn Station,Shepherdmouth,South Lanarkshire,B8 0HJ,+44(0)1154960381,39,enterprise,38.39,238,7,,,,,,,,,,,,
568,Dr,Lucy,Cook,01 Victoria Ferry,,North Nicholasport,West Sussex,S46 4WR,(0909) 879 0750,33,enterprise,28.43,269,7,,,,,,,,,,,,
569,,Carole,Brookes,7 Davies Trail,,Natalieland,Hertfordshire,S6E 4QX,(0141) 496 0161,36,pro,34.87,215,8,,,,,,,,,,,,
570,,Antony,Wilson,18 Cameron Road,,Jonestown,Merionethshire,LA5 5GB,(0306) 9990622,45,enterprise,19.46,134,10,,,,,,,,,,,,
571,,Jade,Wilson,Studio 18d,Conor Creek,West Dylanville,Midlothian,M7C 3GL,0161 496 0128,55,basic,16.19,160,8,,,,,,,,,,,,
572,,Gary,Lawrence-Morgan,Studio 2,Emma Neck,East Leanneburgh,Flintshire,W8 4FZ,+44(0)20 7496 0476,50,enterprise,22.75,156,4,,,,,,,,,,,,
573,,Debra,Foster,Studio 73W,Francis Court,Shannonfort,Aberdeen City,WF3W 5AE,4.41145E+11,48,pro,33.57,180,7,,,,,,,,,,,,
574,,Stacey,Barry,5 Bailey Viaduct,,Whittakermouth,Hampshire,DG97 3UF,+4429 2018815,52,pro,26.2,288,10,,,,,,,,,,,,
575,,Albert,Saunders,9 Ricky Causeway,,Evansside,Tyrone,TN1M 8HY,0113 4960680,48,pro,32.22,176,8,,,,,,,,,,,,
576,Dr,Catherine,Nelson,Flat 0,Shaw Heights,North Elizabethshire,Suffolk,G11 0XA,+44(0)151 496 0908,36,basic,17.42,260,10,,,,,,,,,,,,
577,,Marilyn,Douglas,8 Kelly Forest,,Sharonside,Cleveland,WA22 1GY,(029) 2018254,53,basic,16.06,225,9,,,,,,,,,,,,
578,,Jeremy,Smith-Welch,3 Brown Fields,,Markshire,Carmarthenshire,N0 2AE,(0113) 4960927,49,basic,15.69,214,9,,,,,,,,,,,,
579,Dr,Damian,Austin,Studio 46H,Charlene Gardens,Allenburgh,Renfrewshire,TD28 3PY,(0117) 4960737,40,pro,26.53,248,7,,,,,,,,,,,,
580,,Nicola,King,821 Scott Centers,,Hilaryfurt,Glasgow City,ME1A 7RH,+44(0)292018852,31,basic,17.59,199,10,,,,,,,,,,,,
581,Dr,Jeffrey,Brown,3 White Coves,,Sheilamouth,Greater London,B8 9BD,1134960847,53,basic,16.87,244,9,,,,,,,,,,,,
582,,Sheila,Russell,Flat 35w,Taylor Ranch,Webbborough,Eilean Siar,B48 4QL,+44(0)1632 960 807,87,basic,15.35,179,7,,,,,,,,,,,,
583,Ms,Maria,Bull,673 Gilbert Trafficway,,North Rebecca,Warwickshire,W8 8WS,+44(0)191 4960190,47,basic,19.49,161,8,,,,,,,,,,,,
584,,Bryan,Harris,217 Leigh Ridge,,North Sophie,North Yorkshire,CA9 0RZ,+44116 496 0336,41,enterprise,38.97,215,4,,,,,,,,,,,,
585,Mr,Malcolm,Wilkinson,060 Cross Prairie,,Russellshire,Somerset,N9 7DZ,(0161)4960448,57,pro,27.64,180,7,,,,,,,,,,,,
586,,Douglas,Dixon,841 Dylan Plains,,Clarketon,Down,LA7 7LJ,0808 1570262,48,enterprise,39.57,220,7,,,,,,,,,,,,
587,,Abigail,Brown,Flat 30,Rowley Corners,North Rachelton,Hertfordshire,CT8W 3PH,+44(0)808 1570831,32,basic,17.63,247,10,,,,,,,,,,,,
588,Mr,Ronald,Shepherd,Flat 50A,Ronald Hollow,Annfurt,Shropshire,S6T 7ET,+44(0)1314960443,53,enterprise,26.21,218,1,,,,,,,,,,,,
589,,Teresa,Jones,21 Graham Orchard,,North Angelaview,Down,HP0H 0YA,+44(0)29 2018653,57,basic,15.73,189,7,,,,,,,,,,,,
590,Mr,Andrew,Andrews,Flat 84,Cooper Fort,Port Victoriatown,Nottinghamshire,L00 1ZG,1174960510,54,basic,18.98,211,9,,,,,,,,,,,,
591,,Lee,Saunders,Flat 21,Maurice Centers,Lake Sandraburgh,Anglesey,N6T 6YD,+44(0)289018786,38,enterprise,27.82,260,7,,,,,,,,,,,,
592,,Albert,Kemp-Sullivan,Flat 90,Watts Keys,Port Michael,Breconshire,L0 1BY,+44118 496 0523,45,enterprise,29.22,220,7,,,,,,,,,,,,
593,,Abbie,Hall,Flat 31,Middleton Coves,South Charlie,North Ayrshire,B7G 1LT,+44(0)306 999 0065,36,pro,28.38,228,10,,,,,,,,,,,,
594,Ms,Valerie,Mitchell,Flat 29y,Russell Valleys,South Maria,Monmouthshire,M9C 0DJ,+44116 4960179,31,pro,28.79,200,8,,,,,,,,,,,,
595,Dr,Philip,Dobson,Flat 5,Cameron Shoal,South Graceberg,Eilean Siar,S6K 4GY,+44(0)28 9018 0306,50,basic,17.11,259,10,,,,,,,,,,,,
596,,Bruce,Haynes,8 Abdul Plaza,,Hopkinsshire,Lancashire,W9 9LP,4.4307E+11,33,pro,32.9,166,7,,,,,,,,,,,,
597,,Nicole,Cooke,Studio 2,Graeme Trafficway,Mohamedtown,Cheshire,S83 6TA,3069990753,51,basic,15.71,236,10,,,,,,,,,,,,
598,,Jack,Marsh,Flat 5,Howells Hollow,Port Francescashire,Highland,LS1X 8GH,+4429 2018 0926,54,pro,30.4,200,8,,,,,,,,,,,,
599,,Kim,Burgess,0 Melanie Valleys,,Lukechester,Essex,G08 1XP,(0161) 496 0566,53,enterprise,37.78,171,5,,,,,,,,,,,,
600,,Jacqueline,Hutchinson,112 Cheryl Bypass,,West Jeffreystad,Cardiganshire,SM5W 0LG,+44(0)191 4960096,47,pro,31.65,254,9,,,,,,,,,,,,
601,,Clive,Atkinson,6 Greenwood Harbor,,Gillmouth,Renfrewshire,B7 6BW,+44(0)1214960176,40,pro,31.11,227,8,,,,,,,,,,,,
602,,Danny,White,01 James Pass,,Brettstad,Perth and Kinross,M85 3YA,028 9018608,43,pro,28.51,297,9,,,,,,,,,,,,
603,Dr,Ashley,Evans,Flat 21I,Martyn Mountain,East Benjaminmouth,City of Edinburgh,N9B 4FR,292018288,50,pro,26.27,309,8,,,,,,,,,,,,
604,,Danielle,Hardy,6 Judith Spurs,,Haynesberg,East Renfrewshire,NG7 5QT,4.4307E+11,38,pro,26.43,218,10,,,,,,,,,,,,
605,,Gemma,Parry,8 Vaughan Vista,,Lake Heatherton,Derbyshire,GY6 0PU,+44(0)8081570835,51,pro,30.42,277,10,,,,,,,,,,,,
606,,Frances,Matthews,Studio 7,Stephanie Ridge,Robertsfort,Down,CR52 7UJ,(0191)4960037,46,pro,31.26,243,7,,,,,,,,,,,,
607,,Glen,Gray,Flat 09,Duffy Manor,Aaronburgh,Cumbria,E2 1LP,+44(0)1164960001,53,enterprise,21.97,229,5,,,,,,,,,,,,
608,Miss,Andrea,Smith,51 Taylor Island,,Port Graham,Aberdeen City,B2T 6GY,+44(0)1134960521,54,enterprise,26.72,198,2,,,,,,,,,,,,
609,,Kathryn,Thomas-Franklin,Studio 11x,Mills Street,New Alexanderchester,South Yorkshire,S80 5EU,4.41135E+11,40,basic,18.39,249,9,,,,,,,,,,,,
610,Mr,Brandon,Reynolds,9 Kelly Grove,,Carolineside,Glamorgan,L70 0EF,1184960482,55,enterprise,23.61,209,8,,,,,,,,,,,,
611,,Denis,Scott,Flat 41,Deborah Common,O'Brienton,West Sussex,GL7A 3TS,1174960066,58,basic,15.27,253,10,,,,,,,,,,,,
612,,Joanne,Parker,Flat 6,Woods Stravenue,West Teresaton,Northamptonshire,CA6B 0YP,+44(0)114 496 0749,37,basic,17.52,210,10,,,,,,,,,,,,
613,,Brenda,Mills,Studio 33,Hayes Greens,East Jakefort,Dorset,RH3W 9RG,0131 496 0595,41,basic,18.73,139,7,,,,,,,,,,,,
614,Ms,Aimee,Naylor,524 Roger Ports,,Lake William,East Renfrewshire,E47 0TF,+44(0)1914960404,44,basic,18.83,179,10,,,,,,,,,,,,
615,,Conor,Morris,Flat 0,Lawrence View,New Maureenburgh,Inverclyde,W2 2TG,(0113) 496 0302,41,basic,17.85,205,10,,,,,,,,,,,,
616,,Andrew,Wells-Robinson,81 Joanna Islands,,East Abbietown,Essex,M8F 0DL,0161 4960814,38,pro,33.85,148,4,,,,,,,,,,,,
617,Miss,Diane,Johnson,Flat 1,Samuel Rapids,Melissaburgh,South Ayrshire,UB0 7UX,+44161 496 0589,57,basic,17.64,233,9,,,,,,,,,,,,
618,Dr,Stephen,Ahmed,1 Wright Gardens,,Sylviabury,Highland,AL66 7DH,(0114) 4960983,52,enterprise,33.48,227,7,,,,,,,,,,,,
619,,Sarah,Ahmed,797 Parker Mountains,,Smithhaven,Gloucestershire,CR7 4UQ,+44(0)28 9018911,33,basic,18.69,192,10,,,,,,,,,,,,
620,,Susan,Field-Wilson,395 Williams Fords,,New Tonymouth,City of Edinburgh,OL3 9NH,4.41155E+11,53,enterprise,32.24,165,1,,,,,,,,,,,,
621,Miss,Kim,Robinson,3 Howells Rapid,,Marianland,North Yorkshire,B4A 0JN,+44(0)114 496 0446,41,pro,27.58,178,8,,,,,,,,,,,,
622,,Linda,Williams,Studio 04w,Hayley Islands,Lake Marieside,Glasgow City,DA3 2TA,0117 4960354,45,basic,16.09,212,9,,,,,,,,,,,,
623,,Naomi,Begum,06 Stevens Burg,,Port Michelle,Falkirk,BD29 9BU,+44(0)191 496 0043,45,basic,18.88,184,8,,,,,,,,,,,,
624,,Vanessa,Wood,29 Jacqueline Mountains,,Roychester,Cornwall,E74 1EH,4.4307E+11,37,basic,17.18,210,10,,,,,,,,,,,,
625,,Tom,Swift,8 Eric Flats,,South Max,Denbighshire,IV9P 9UZ,+44808 157 0658,42,basic,17,219,10,,,,,,,,,,,,
626,,Stephen,Smith,Flat 7,Mann Roads,Freemanstad,Glasgow City,NN5A 8NW,(0121) 496 0913,56,enterprise,24.26,167,7,,,,,,,,,,,,
627,Mrs,Melissa,Woods,Studio 84,Oliver Terrace,Suttonville,Northamptonshire,EC5 8FN,+44(0)1314960737,41,pro,34.65,160,8,,,,,,,,,,,,
628,,Amelia,Matthews-Knight,3 Yvonne Land,,Joannafurt,Derry and Londonderry,N4E 8WQ,4.41915E+11,47,enterprise,20.88,197,8,,,,,,,,,,,,
629,,Simon,Mann,Flat 05,Barlow Flat,Jarvishaven,Dorset,PE2 0NR,0121 4960946,46,enterprise,33.01,201,8,,,,,,,,,,,,
630,,Stanley,Thomas,982 Rita Junction,,Leonview,Suffolk,BH7 1UJ,+44191 496 0132,32,pro,26.71,195,7,,,,,,,,,,,,
631,,Victor,Rhodes,Flat 0,Jayne Forges,Jacksonville,Glamorgan,RH2 8DT,029 2018 0848,47,basic,17.74,253,9,,,,,,,,,,,,
632,,Charlotte,Thompson,992 Dunn Alley,,South Nathan,West Berkshire,M8 4AA,(0114)4960369,58,basic,15.78,208,10,,,,,,,,,,,,
633,,Callum,Smith,46 Jay Square,,Iqbalmouth,Renfrewshire,S4 4UX,+44(0)306 9990729,39,basic,16.2,273,10,,,,,,,,,,,,
634,,Mark,Rogers,156 Hart Estate,,East Samanthachester,Tyrone,ZE78 7EL,(0808) 157 0330,31,pro,31.9,215,8,,,,,,,,,,,,
635,,Ben,Warren,35 Debra Overpass,,North Claire,Angus,W92 5FD,4.41633E+11,53,enterprise,30.58,134,3,,,,,,,,,,,,
636,,Derek,Turner,Studio 4,Jemma Mews,South Amber,Down,M55 0UW,8081570016,43,pro,33.34,229,8,,,,,,,,,,,,
637,,Alex,Thompson,42 Hope Junction,,Lake Teresa,Warwickshire,S96 6YS,1184960716,55,enterprise,26.22,108,1,,,,,,,,,,,,
638,,Christopher,Griffiths,Studio 53p,Josephine Locks,Nixonmouth,Essex,S13 8XY,01632 960 092,43,basic,19.39,186,7,,,,,,,,,,,,
639,,Julie,Smith,Flat 38,Paul Mountains,Tonyview,Glamorgan,S27 8NE,4.4307E+11,47,enterprise,27.76,121,2,,,,,,,,,,,,
640,Dr,Josephine,Jones,8 Williams Crossing,,Seanstad,Warwickshire,EC4V 7LX,4.48082E+11,44,enterprise,20.31,180,3,,,,,,,,,,,,
641,,Beverley,Morris,Studio 38p,Beth Pine,Lake Kimberleychester,Worcestershire,G9 1US,0808 1570568,49,basic,18.56,124,7,,,,,,,,,,,,
642,,Martyn,Phillips,Flat 99B,Morgan Valleys,South Nicoleborough,Glasgow City,M96 9UT,0116 4960686,44,enterprise,19.96,225,10,,,,,,,,,,,,
643,,Rachel,Williams,71 Barry Rest,,Port Ritaside,East Renfrewshire,E3A 8SX,(0161) 4960669,47,enterprise,27.43,221,8,,,,,,,,,,,,
644,,Stephanie,Cole-Cooper,Studio 64,Ball Crescent,Ryanfort,Glasgow City,CA7P 6AY,4.41415E+11,59,pro,30.92,220,9,,,,,,,,,,,,
645,,Howard,Morgan,Studio 91E,Day Loop,North Scotthaven,West Lothian,B4G 6FR,+44(0)191 496 0684,52,basic,15.58,140,7,,,,,,,,,,,,
646,Ms,Sian,Pearce,0 Jamie Turnpike,,Lake Martyn,Highland,HG50 4RN,(0808) 1570900,36,basic,17.24,173,9,,,,,,,,,,,,
647,,Carol,Hall,Studio 0,Carly Ports,Jonesside,Lincolnshire,LD47 5NN,(01632) 960403,59,basic,19.28,200,7,,,,,,,,,,,,
648,,Sally,Bailey-Murphy,Studio 5,Jake Ridges,Malcolmhaven,Perth and Kinross,WV1 0XE,(029)2018715,31,basic,18.3,187,8,,,,,,,,,,,,
649,,Mark,Clark-Robson,610 Stephanie Path,,Lake Frank,East Lothian,NR91 8NL,+44(0)116 496 0013,65,basic,16.78,139,7,,,,,,,,,,,,
650,Mrs,Heather,Wilkinson,Studio 15u,Clifford Stravenue,East Leeside,West Yorkshire,TW2A 2SR,0114 4960665,46,enterprise,23.64,195,5,,,,,,,,,,,,
651,,Jack,Williamson,Flat 7,Pearson Parkway,Dennisborough,Glasgow City,M61 3YW,+44(0)115 4960119,45,enterprise,18.47,232,10,,,,,,,,,,,,
652,,Heather,Riley,523 Harry Ville,,Wrightview,West Dunbartonshire,W3J 3LG,1154960833,40,enterprise,28.23,252,8,,,,,,,,,,,,
653,,Lynn,Brown,85 Harrison Branch,,Kingchester,Cumbria,GY1 9GB,0121 496 0188,54,basic,17.06,211,9,,,,,,,,,,,,
654,Mr,Mohammed,Harrison,356 Clare Junctions,,Scottmouth,Durham,G70 9FN,+44121 4960898,69,pro,26.11,181,8,,,,,,,,,,,,
655,,Duncan,Hughes,5 Brandon Run,,Batesview,East Sussex,TD8 7DJ,(029) 2018 0206,25,pro,31.97,169,7,,,,,,,,,,,,
656,,Lesley,Pritchard,25 Smith Plains,,Stephensborough,Scottish Borders,W19 0DF,0191 4960252,39,enterprise,35.83,196,7,,,,,,,,,,,,
657,,Janice,Wilson,5 Chloe Courts,,Denisestad,Carmarthenshire,L8 5XU,1914960453,39,basic,19.89,205,10,,,,,,,,,,,,
658,,Toby,Price,Flat 90,Gillian Points,New Emilyshire,Falkirk,OX7R 4BB,+44(0)28 9018512,44,pro,31.47,184,7,,,,,,,,,,,,
659,Ms,Hazel,Carr,Flat 66,Jade Crescent,Port Gerald,Orkney Islands,ZE7V 7RJ,020 74960457,44,enterprise,33.99,200,1,,,,,,,,,,,,
660,,Michelle,Ali,776 John Run,,Dawnstad,Anglesey,WA14 2NX,+44(0)1214960190,47,basic,15.95,212,10,,,,,,,,,,,,
661,,Jane,Welch,5 Bennett River,,Barryport,North Yorkshire,AB6 4DF,(020)74960326,34,pro,34.88,239,9,,,,,,,,,,,,
662,,Stacey,Ball,Studio 07,Smith Place,Alanhaven,Hertfordshire,HS79 0LU,4.49099E+11,56,enterprise,29.4,274,8,,,,,,,,,,,,
663,,Pamela,Hammond,Studio 46f,Eric Port,Lake Molly,Fermanagh,B0A 7GY,4.41515E+11,48,pro,27.75,254,7,,,,,,,,,,,,
664,Mr,Mark,West,Flat 10j,Justin Wells,West Sylvia,West Sussex,G2B 6DL,(029) 2018 0730,38,basic,19.98,233,10,,,,,,,,,,,,
665,Mr,Sean,Hammond,Flat 54R,Michael Plains,Keithstad,Northumberland,BN80 3BF,+44131 496 0092,46,basic,17.16,189,10,,,,,,,,,,,,
666,,Ashley,Collins,Flat 45Y,Duncan Gardens,North Martyn,Scottish Borders,PR77 9EA,(0191) 4960332,47,basic,17.94,208,10,,,,,,,,,,,,
667,Dr,Gavin,May,Flat 0,Stephen Wells,West Katieshire,Angus,L1 0PB,(0121)4960657,41,basic,15.53,249,10,,,,,,,,,,,,
668,,Kevin,Barnett,67 Marilyn Rapids,,Marcmouth,Cardiganshire,CB83 1GR,+44117 496 0447,45,pro,29.53,114,8,,,,,,,,,,,,
669,,Mark,Archer,Studio 07B,Connolly Islands,West Carolynville,West Dunbartonshire,N6D 2JG,0191 4960097,58,basic,16.46,218,10,,,,,,,,,,,,
670,,Daniel,Turner-Turner,Flat 16L,James Isle,Jaketon,Denbighshire,NG58 1XP,+44(0)306 999 0100,37,pro,27.72,106,4,,,,,,,,,,,,
671,Mr,James,Johnston,Studio 16,Sophie Inlet,Osbornehaven,Aberdeenshire,TW0R 5UG,(0141) 4960067,58,enterprise,35.98,248,8,,,,,,,,,,,,
672,Dr,Connor,Lawrence,47 Danielle Shoals,,Lake Caroline,Northamptonshire,E05 0BB,1314960176,57,basic,16.22,198,9,,,,,,,,,,,,
673,,Melissa,Horton,Flat 5,Stephens Vista,East Shannon,Tyne and Wear,WN5 7WB,+44(0)29 2018 0101,51,pro,27.05,253,9,,,,,,,,,,,,
674,,Darren,Turner,Studio 63,Amanda Village,Burgessstad,Northumberland,W6G 8XA,(0116) 4960675,42,basic,18.55,210,10,,,,,,,,,,,,
675,,Julian,Stephens,Flat 9,Iain Prairie,West Kevin,Stirling,L7G 8QF,+44118 4960931,40,basic,17.98,182,9,,,,,,,,,,,,
676,,Alan,Powell,Flat 93,Smith Creek,North Nicholas,Monmouthshire,W5B 7LR,+44118 4960600,36,pro,28.71,196,8,,,,,,,,,,,,
677,,Dylan,Vincent,15 Charles Stravenue,,Danielleport,West Berkshire,S87 8SB,(01632) 960393,48,basic,18.65,275,9,,,,,,,,,,,,
678,,Gerard,Wood,Studio 87,Michelle Junctions,New Maxstad,West Midlands,TF2H 9JU,0121 4960326,46,basic,16.53,238,10,,,,,,,,,,,,
679,Mr,Roy,Simpson,87 Rowe Summit,,Joannachester,Anglesey,E5G 5SE,+44(0)29 2018234,40,basic,15.9,139,7,,,,,,,,,,,,
680,,Marilyn,White,Studio 0,Kerr Crossroad,East Leonardmouth,Breconshire,ME5 6LN,4.42075E+11,48,pro,26.78,182,8,,,,,,,,,,,,
681,,Jeremy,Martin,5 Thompson Road,,East Geoffrey,West Lothian,SG2W 4LB,8081570450,31,basic,19,287,9,,,,,,,,,,,,
682,Dr,Joshua,Ryan,Flat 85A,Peter Islands,North Lynnberg,Renfrewshire,B14 0EG,8081570401,34,basic,15.05,217,10,,,,,,,,,,,,
683,,Malcolm,Smith,75 Carter Point,,Morganburgh,Aberdeenshire,S7E 5TR,(0191) 4960747,49,basic,17.09,212,9,,,,,,,,,,,,
684,,Alison,Anderson,2 Freeman Unions,,Valerieberg,North Yorkshire,W21 6DZ,+44(0)1632 960473,36,pro,30.3,198,7,,,,,,,,,,,,
685,Dr,Kyle,Gallagher,Studio 3,Wendy Trafficway,South Maureenhaven,Gloucestershire,SP23 1XE,4.49099E+11,49,pro,25.86,288,9,,,,,,,,,,,,
686,Mr,Terence,Palmer,68 Cameron Manor,,South Valerieview,East Renfrewshire,SL1 4TQ,+44306 9990167,44,basic,16.57,198,7,,,,,,,,,,,,
687,Ms,Joan,Leach,Flat 1,Smith Vista,Zoemouth,Wiltshire,E1 7YA,+44(0)1632960523,34,basic,16.7,172,7,,,,,,,,,,,,
688,,Adrian,Kaur,8 Elizabeth Knoll,,North Kieranfurt,Moray,BD7Y 7QL,2074960284,51,basic,17.82,146,7,,,,,,,,,,,,
689,Dr,Tony,Metcalfe,Flat 0,Jacqueline Road,East Danny,Tyrone,G5K 6ET,+44(0)1632 960 299,58,pro,30.22,237,9,,,,,,,,,,,,
690,,Zoe,Hughes,6 Davis Junctions,,Mannington,North Yorkshire,HG4 3LF,+44(0)306 9990854,46,basic,17.94,223,9,,,,,,,,,,,,
691,,Mitchell,Jackson,77 Cameron Mount,,Ameliastad,Northumberland,HR51 2XA,0113 4960905,59,basic,17.39,196,9,,,,,,,,,,,,
692,,Kieran,Brown,90 Morris Extension,,Lake Ashleigh,Clackmannanshire,CM94 5ZB,029 2018500,54,enterprise,24.35,250,1,,,,,,,,,,,,
693,,Barbara,Howe,Flat 3,Lee Parkways,Lake Barry,Cardiganshire,E27 1FN,+44113 496 0909,43,basic,17.65,232,10,,,,,,,,,,,,
694,,Kevin,Turner,684 Robinson Square,,Alanberg,Kent,N4E 9WN,+44(0)306 999 0485,39,enterprise,39.65,182,2,,,,,,,,,,,,
695,,Irene,Savage,Studio 93,Reeves Valley,Jamieview,Moray,LS94 6BH,0161 496 0913,42,basic,17.82,156,7,,,,,,,,,,,,
696,,Jonathan,Pearson,055 Christian Coves,,Turnerton,Bedfordshire,S32 6BY,1514960287,51,pro,25.75,203,10,,,,,,,,,,,,
697,,Sarah,Rogers,Flat 6,King Courts,Lydiaborough,Caernarvonshire,CB32 4JF,(0909)8790483,40,basic,16.62,134,7,,,,,,,,,,,,
698,,Rhys,Pickering,Studio 00,Annette Creek,Kimberleychester,West Sussex,L9T 8AE,1144960611,47,basic,18.99,188,7,,,,,,,,,,,,
699,Mr,Richard,Riley,Studio 7,Lindsey Roads,Danielleberg,Lancashire,NG82 3XY,(0114)4960762,33,basic,19.45,126,9,,,,,,,,,,,,
700,Dr,Clifford,Bell,Flat 4,Gerard Street,West Lynn,Scottish Borders,E2C 8GL,+441632 960 820,42,basic,19.42,223,9,,,,,,,,,,,,
701,,Shannon,Jones,33 Stanley Summit,,New Pamelaview,Somerset,M8C 6DE,+44118 4960289,41,basic,15.31,197,10,,,,,,,,,,,,
702,,Jason,Ingram,Flat 83B,Williams Extensions,Graemeview,South Ayrshire,WN80 8JL,+44(0)1514960897,51,enterprise,39.83,195,4,,,,,,,,,,,,
703,,Michael,Sharpe,Studio 3,Lord Views,Katyborough,Cheshire,M64 7YX,4.41315E+11,50,basic,18.87,208,10,,,,,,,,,,,,
704,,Stephen,Fry,Studio 85S,Dean Estate,Katherineview,Glasgow City,E46 2TS,+44(0)1214960717,45,basic,17.52,265,10,,,,,,,,,,,,
705,,Christian,Mann,776 White Brook,,South Fredericktown,Durham,L32 4XS,+44(0)113 496 0397,40,basic,15.04,208,10,,,,,,,,,,,,
706,,Lindsey,Richardson-Bibi,39 Roberts Courts,,Victormouth,Cambridgeshire,HG72 7YJ,01632 960 318,45,basic,18.93,269,9,,,,,,,,,,,,
707,,Jason,Barker,Studio 9,Roberts Pike,Lake James,East Dunbartonshire,M8H 9FP,(0909) 8790116,47,basic,15.59,205,10,,,,,,,,,,,,
708,Dr,Paul,Humphreys,1 Gould Parkway,,Port Lauraton,Highland,PL9E 4XG,+44(0)28 9018 0805,53,pro,33.32,158,8,,,,,,,,,,,,
