sale_id,licenses_bought,account_id,account_holder,company,trial_period,account_renewed,sale_date,intended_use,organization_size,budget,account_plan
1305,15,C7051,William Knight,Flores PLC,False,True,2021-09-09,Data Management,33,5325.0,basic
1306,1,I6699,Stephanie Lopez,Stephanie Lopez,False,True,2021-09-10,Personal,1,79.99,individual
1307,1,I6699,Stephanie Lopez,Stephanie Lopez,False,True,2021-09-10,Personal,1,79.99,individual
1308,1,I6699,Stephanie Lopez,Stephanie Lopez,False,True,2021-09-10,Personal,1,79.99,individual
1309,1,I6699,Stephanie Lopez,Stephanie Lopez,False,True,2021-09-10,Personal,1,79.99,individual
1310,1,I8535,Chelsea Craig,Chelsea Craig,True,False,2021-09-11,Personal,1,79.99,individual
1311,218,C8467,April Beltran,"Price, Clay and King",False,True,2021-09-11,Tracking KPIs,416,11105.0,pro
1312,3,C1846,Laura Fields,"Abbott, Cherry and Mendoza",True,False,2021-09-12,Data Management,7,3715.0,basic
1313,68,C3571,Ryan Kaufman,Smith Inc,True,False,2021-09-13,Data Analysis,287,13320.0,pro
1314,5,C1292,Crystal Hernandez,"Carter, Guzman and Houston",True,False,2021-09-13,Tracking KPIs,10,1374.0,basic
1315,34,C6407,Jessica Huff,"Brennan, Smith and Brooks",False,True,2021-09-13,Data Management,77,10306.0,basic
1316,743,C7404,Nicholas Cervantes,Holloway-Jones,True,False,2021-09-15,Data Analysis,1443,19268.0,advanced
1317,22,C4711,Jeffrey Moore,Mueller and Sons,False,True,2021-09-16,Accounting,76,1164.0,basic
1318,315,C6462,Michael Garcia,Flynn LLC,True,False,2021-09-16,Data Analysis,630,15106.0,pro
1319,12,C4711,Jeffrey Moore,Mueller and Sons,False,True,2021-09-16,Accounting,47,1095.0,basic
1320,58,C4457,Linda Martin,Davis-Anderson,True,False,2021-09-17,Data Management,106,4892.0,pro
1321,5,C5950,Steven Strong,"Duran, Washington and Roy",True,False,2021-09-18,Accounting,43,1110.0,basic
1322,17,C8134,Sara Moore,Brewer-Alvarez,True,False,2021-09-19,Tracking KPIs,33,3313.0,basic
1323,41,C4139,Roberto Ware,Rivera PLC,True,False,2021-09-19,Tracking KPIs,136,5278.0,basic
1324,611,C7128,Michael Gomez,Alvarez Inc,False,True,2021-09-19,Tracking KPIs,1355,26164.0,advanced
1325,377,C7128,Michael Gomez,Alvarez Inc,False,True,2021-09-19,Tracking KPIs,1345,27553.0,pro
1326,3,C9314,Jessica Bean,"Tran, Galloway and Jimenez",True,False,2021-09-20,Data Analysis,10,4205.0,basic
1327,15,C7637,Shawn Reed,Davis LLC,True,False,2021-09-20,Data Analysis,21,3796.0,basic
1328,65,C5739,Justin Neal,Lopez-Cox,False,True,2021-09-20,Tracking KPIs,137,9743.0,pro
1329,135,C3697,Trevor Bauer,Hester PLC,True,False,2021-09-21,Accounting,673,17228.0,pro
1330,72,C8813,Emily Williams,Lyons and Sons,True,False,2021-09-21,Tracking KPIs,146,5282.0,pro
1331,228,C3461,Randy Russell,Castillo-Jackson,True,False,2021-09-21,Data Management,445,18082.0,pro
1332,25,C6860,Bradley Johnson,Sharp and Sons,True,False,2021-09-22,Accounting,83,6452.0,basic
1333,1126,C6809,Elizabeth Davis,Sampson Inc,True,False,2021-09-22,Data Analysis,1905,18984.0,advanced
1334,192,C8894,Wendy Mitchell,Johnson-Mcknight,False,True,2021-09-23,Data Analysis,362,20363.0,pro
1335,253,C8894,Wendy Mitchell,Johnson-Mcknight,False,True,2021-09-23,Data Analysis,373,19696.0,pro
1336,102,C1898,Chelsea Johnson,Evans and Sons,True,False,2021-09-24,Data Management,412,15057.0,pro
1337,1,I9348,Ashley Wade,Ashley Wade,True,False,2021-09-24,Personal,1,79.99,individual
1338,70,C6085,Gregory Kirby,Maxwell-Gonzales,True,False,2021-09-24,Tracking KPIs,180,15945.0,pro
1339,35,C2956,Steven Schroeder,Andrews Ltd,False,True,2021-09-24,Data Analysis,52,8831.0,basic
1340,63,C7827,Edward Bradford,"Davis, Wallace and Flowers",True,False,2021-09-25,Tracking KPIs,143,6214.0,pro
1341,370,C8889,Steven Skinner,Powell-Harmon,False,True,2021-09-25,Data Analysis,745,15290.0,pro
1342,332,C8889,Steven Skinner,Powell-Harmon,False,True,2021-09-25,Data Analysis,702,14494.0,pro
1343,28,C7382,Carla Williams,"Wright, Johnson and Vasquez",True,False,2021-09-26,Data Management,120,5876.0,basic
1344,13,C7259,Lisa Jones,Gomez-Garcia,True,False,2021-09-26,Data Analysis,66,6022.0,basic
1345,40,C8013,Rebecca Martinez,"Rasmussen, Alexander and Lara",True,False,2021-09-27,Data Analysis,58,4584.0,basic
1346,187,C7898,Jennifer Malone,"Williams, Lee and Velez",True,False,2021-09-27,Data Analysis,292,9453.0,pro
1347,186,C5224,Adam Hale,Farrell-Smith,True,False,2021-09-27,Data Analysis,630,11275.0,pro
1348,69,C8059,Patrick Young,"Cooley, Lewis and Rojas",True,False,2021-09-28,Data Analysis,115,9141.0,pro
1349,1,I6417,Chad Hobbs,Chad Hobbs,False,True,2021-09-28,Personal,1,79.99,individual
1350,126,C6433,George Ortega,Johnson-Johnson,False,True,2021-09-28,Data Analysis,256,14346.0,pro
1351,1,I6417,Chad Hobbs,Chad Hobbs,False,True,2021-09-28,Personal,1,79.99,individual
1352,1,I8399,Paul Williams,Paul Williams,True,False,2021-09-29,Personal,1,79.99,individual
1353,29,C3564,Harry Chavez,"Garcia, Salinas and Cruz",True,False,2021-09-30,Data Analysis,53,7632.0,basic
1354,11,C2699,Andrew Williamson,Brown-Harvey,False,True,2021-10-01,Data Management,41,4026.0,basic
1355,17,C2699,Andrew Williamson,Brown-Harvey,False,True,2021-10-01,Data Management,32,4394.0,basic
1356,17,C2699,Andrew Williamson,Brown-Harvey,False,True,2021-10-01,Data Management,47,4239.0,basic
1357,16,C2699,Andrew Williamson,Brown-Harvey,False,True,2021-10-01,Data Management,40,4870.0,basic
1358,9,C2699,Andrew Williamson,Brown-Harvey,False,True,2021-10-01,Data Management,39,3986.0,basic
1359,6,C2699,Andrew Williamson,Brown-Harvey,False,True,2021-10-01,Data Management,28,4552.0,basic
1360,43,C4234,Laura Cochran,Fowler-Bridges,True,False,2021-10-01,Data Analysis,76,4687.0,basic
1361,1,I9405,Brandon Robbins,Brandon Robbins,True,False,2021-10-02,Personal,1,79.99,individual
1362,21,C7154,Tammy Perez,Graham-Dunn,True,False,2021-10-03,Data Management,80,9062.0,basic
1363,606,C3203,Walter Bailey,James-Meza,True,False,2021-10-05,Data Management,1722,24444.0,advanced
1364,54,C6195,David Jones,Webb and Sons,True,False,2021-10-05,Data Analysis,114,6156.0,pro
1365,32,C6720,Gina Lloyd,Adams Group,False,True,2021-10-05,Tracking KPIs,158,5117.0,basic
1366,66,C6720,Gina Lloyd,Adams Group,False,True,2021-10-05,Tracking KPIs,152,4912.0,pro
1367,19,C7268,Mandy English,"Estes, Martinez and Clark",True,False,2021-10-06,Data Management,56,8763.0,basic
1368,102,C2156,Heather Wright,Mooney-Hill,True,False,2021-10-06,Data Analysis,142,6760.0,pro
1369,198,C2041,Patrick Andrade,Pearson-Bryan,True,False,2021-10-06,Data Analysis,567,19632.0,pro
1370,9,C1214,Krystal Miller,"Smith, Hopkins and Love",False,True,2021-10-08,Accounting,34,3247.0,basic
1371,4,C1214,Krystal Miller,"Smith, Hopkins and Love",False,True,2021-10-08,Accounting,31,3549.0,basic
1372,10,C1214,Krystal Miller,"Smith, Hopkins and Love",False,True,2021-10-08,Accounting,39,3653.0,basic
1373,16,C1214,Krystal Miller,"Smith, Hopkins and Love",False,True,2021-10-08,Accounting,58,3907.0,basic
1374,66,C2875,Brad Hughes,"Marquez, Hodges and Christensen",True,False,2021-10-08,Data Analysis,146,6077.0,pro
1375,214,C3920,Samantha Cherry,Wagner-Gibson,True,False,2021-10-08,Tracking KPIs,421,18582.0,pro
1376,206,C2572,Ronnie Cook,"Lucas, Burns and Miller",False,True,2021-10-08,Data Analysis,554,9761.0,pro
1377,117,C2572,Ronnie Cook,"Lucas, Burns and Miller",False,True,2021-10-08,Data Analysis,502,10047.0,pro
1378,18,C4316,Ryan Garner,Greene-Mendez,True,False,2021-10-09,Data Analysis,76,7186.0,basic
1379,21,C8216,Amber Acosta,Rodriguez LLC,True,False,2021-10-10,Data Analysis,80,5204.0,basic
1380,15,C4362,Adam Johnson,West and Sons,False,True,2021-10-10,Data Analysis,43,3266.0,basic
1381,1,I8280,Adrienne Soto,Adrienne Soto,False,True,2021-10-11,Personal,1,79.99,individual
1382,47,C3477,Summer Weaver,Collins PLC,True,False,2021-10-12,Data Analysis,84,8896.0,basic
1383,372,C5997,Mark Crawford,Cook-Schneider,False,True,2021-10-12,Tracking KPIs,766,12520.0,pro
1384,10,C2381,Barbara Curtis,Bauer Group,False,True,2021-10-12,Accounting,79,7024.0,basic
1385,30,C7082,Emily Daniels,Medina Inc,True,False,2021-10-12,Tracking KPIs,58,9074.0,basic
1386,369,C5997,Mark Crawford,Cook-Schneider,False,True,2021-10-12,Tracking KPIs,763,12800.0,pro
1387,425,C5997,Mark Crawford,Cook-Schneider,False,True,2021-10-12,Tracking KPIs,799,14154.0,pro
1388,297,C5997,Mark Crawford,Cook-Schneider,False,True,2021-10-12,Tracking KPIs,710,13661.0,pro
1389,64,C7066,Robert Rivera,Oneal and Sons,False,True,2021-10-12,Data Analysis,92,10207.0,pro
1390,48,C7066,Robert Rivera,Oneal and Sons,False,True,2021-10-12,Data Analysis,125,10596.0,basic
1391,23,C7066,Robert Rivera,Oneal and Sons,False,True,2021-10-12,Data Analysis,135,11407.0,basic
1392,310,C3362,Stephanie Thomas,Brennan-Nelson,True,False,2021-10-13,Data Management,548,15582.0,pro
1393,73,C1281,Angela Howell,Wright-Gomez,True,False,2021-10-14,Tracking KPIs,222,15038.0,pro
1394,1,I7695,Catherine Armstrong,Catherine Armstrong,False,True,2021-10-14,Personal,1,79.99,individual
1395,114,C9567,Benjamin Walton,"Dean, Blevins and Johnson",False,True,2021-10-15,Data Analysis,154,9876.0,pro
1396,63,C4860,Matthew Williams,Anderson-Hernandez,True,False,2021-10-15,Data Management,133,7911.0,pro
1397,26,C9503,Vincent Burke,Hendrix PLC,True,False,2021-10-15,Tracking KPIs,58,7595.0,basic
1398,21,C9979,Matthew Walsh,Phillips-Hall,True,False,2021-10-15,Tracking KPIs,51,9117.0,basic
1399,87,C5644,Kevin Ramirez,Henry-Anderson,True,False,2021-10-15,Data Analysis,138,8273.0,pro
1400,11,C3751,Gina Chavez,"Barnett, Vargas and Zavala",True,False,2021-10-15,Data Analysis,16,2621.0,basic
1401,91,C3851,Andre Glass,"Herman, Miller and Davis",True,False,2021-10-16,Tracking KPIs,259,9603.0,pro
1402,227,C9490,Christopher Higgins,Gibson Ltd,False,True,2021-10-16,Tracking KPIs,729,17865.0,pro
1403,1,I5653,Kelly Valdez,Kelly Valdez,True,False,2021-10-17,Personal,1,79.99,individual
1404,4,C5577,Andrew Snyder,Hamilton-Hall,True,False,2021-10-17,Tracking KPIs,17,3029.0,basic
1405,6,C6556,Michael Turner,Stein-Harrell,False,True,2021-10-18,Accounting,54,8697.0,basic
1406,22,C6556,Michael Turner,Stein-Harrell,False,True,2021-10-18,Accounting,80,9360.0,basic
1407,13,C6556,Michael Turner,Stein-Harrell,False,True,2021-10-18,Accounting,57,8980.0,basic
1408,62,C5862,Mary Ball,Anderson LLC,True,False,2021-10-18,Tracking KPIs,117,5861.0,pro
1409,33,C9577,John Campbell,"Meadows, Crosby and Wolfe",False,True,2021-10-20,Tracking KPIs,78,2236.0,basic
1410,15,C9577,John Campbell,"Meadows, Crosby and Wolfe",False,True,2021-10-20,Tracking KPIs,64,2137.0,basic
1411,294,C5257,Donna Turner,"Johnson, Garcia and Bentley",True,False,2021-10-22,Data Analysis,564,18177.0,pro
1412,27,C3181,Sandra Holloway,Thomas-Jones,True,False,2021-10-23,Data Analysis,54,6397.0,basic
1413,1,I5733,Monica Bradley,Monica Bradley,False,True,2021-10-23,Personal,1,79.99,individual
1414,78,C8603,John Wilson,Blair Ltd,True,False,2021-10-23,Tracking KPIs,144,6021.0,pro
1415,39,C7799,Stacey Murphy,Robinson PLC,False,True,2021-10-24,Data Analysis,92,7640.0,basic
1416,54,C1824,Patricia Hill,"Smith, Anderson and Dunn",True,False,2021-10-24,Tracking KPIs,145,7454.0,pro
1417,10,C7799,Stacey Murphy,Robinson PLC,False,True,2021-10-24,Data Analysis,59,7022.0,basic
1418,16,C7799,Stacey Murphy,Robinson PLC,False,True,2021-10-24,Data Analysis,64,7207.0,basic
1419,76,C5298,Michael Gillespie,"Singleton, Jarvis and Reed",True,False,2021-10-24,Data Analysis,134,8241.0,pro
1420,2,C8591,Jeffrey Castro,Tran-Cordova,True,False,2021-10-24,Data Analysis,6,1703.0,basic
1421,261,C6975,Benjamin Davis,Sanders Group,True,False,2021-10-25,Tracking KPIs,615,9062.0,pro
1422,68,C2384,James Sloan,Hernandez-Pena,True,False,2021-10-25,Data Analysis,132,6889.0,pro
1423,219,C6318,Maureen Harris,"May, Anderson and Mueller",False,True,2021-10-25,Tracking KPIs,829,18529.0,pro
1424,38,C2447,John Garrett,Evans PLC,False,True,2021-10-26,Data Analysis,160,9504.0,basic
1425,41,C1018,Cassandra Summers,Conner-White,True,False,2021-10-26,Data Management,124,8257.0,basic
1426,512,C3432,Jonathan Gilmore,Scott-Warner,False,True,2021-10-26,Tracking KPIs,1095,19799.0,advanced
1427,104,C2447,John Garrett,Evans PLC,False,True,2021-10-26,Data Analysis,175,10091.0,pro
1428,151,C1723,Samantha Mcknight,"Johnson, Collins and Beck",True,False,2021-10-26,Accounting,706,14159.0,pro
1429,16,C9301,Scott English,Richardson and Sons,True,False,2021-10-26,Tracking KPIs,72,7732.0,basic
1430,1,I8548,Mary Miller,Mary Miller,False,True,2021-10-27,Personal,1,79.99,individual
1431,33,C1024,Ruben Delgado,"Mcknight, Benitez and Jones",True,False,2021-10-28,Data Analysis,55,8901.0,basic
1432,67,C6370,Jacob Allen,"Arnold, Small and Velazquez",True,False,2021-10-28,Accounting,572,18946.0,pro
1433,57,C5433,David Thomas,Underwood-Stevens,False,True,2021-10-29,Tracking KPIs,181,7209.0,pro
1434,136,C5647,Pamela Carlson,White-Taylor,False,True,2021-10-29,Data Analysis,366,12613.0,pro
1435,99,C3775,William Stanton,Davenport-Moore,False,True,2021-10-29,Tracking KPIs,420,20733.0,pro
1436,109,C5285,Micheal Davis,Simpson Group,True,False,2021-10-30,Data Analysis,575,12683.0,pro
1437,23,C1130,Robert Adkins,Hale Inc,True,False,2021-10-30,Data Analysis,36,2844.0,basic
1438,82,C9240,Stacey Copeland,Daniels-Bell,True,False,2021-10-30,Data Analysis,113,5981.0,pro
1439,26,C3262,Ashley Nelson,"Garrett, Sandoval and Malone",False,True,2021-10-31,Tracking KPIs,75,5548.0,basic
1440,32,C3262,Ashley Nelson,"Garrett, Sandoval and Malone",False,True,2021-10-31,Tracking KPIs,117,5803.0,basic
1441,55,C5444,Todd Rollins,Blackwell-Cortez,True,False,2021-10-31,Data Management,142,8484.0,pro
1442,1,I3430,Gregg Adkins,Gregg Adkins,False,True,2021-11-01,Personal,1,79.99,individual
1443,1,I3430,Gregg Adkins,Gregg Adkins,False,True,2021-11-01,Personal,1,79.99,individual
1444,1,I3430,Gregg Adkins,Gregg Adkins,False,True,2021-11-01,Personal,1,79.99,individual
1445,1,I3430,Gregg Adkins,Gregg Adkins,False,True,2021-11-01,Personal,1,79.99,individual
1446,56,C3734,Jason Brown,Horton Group,True,False,2021-11-01,Data Management,259,13458.0,pro
1447,38,C6077,Melissa Paul,Pitts and Sons,False,True,2021-11-01,Data Analysis,221,16639.0,basic
1448,1,I1530,Karen Smith,Karen Smith,False,True,2021-11-01,Personal,1,79.99,individual
1449,1,I1530,Karen Smith,Karen Smith,False,True,2021-11-01,Personal,1,79.99,individual
1450,57,C5016,John Browning,Miller and Sons,False,True,2021-11-01,Tracking KPIs,128,10174.0,pro
1451,4,C5863,Amy Foster,Pitts-Bass,True,False,2021-11-01,Data Management,14,4581.0,basic
1452,20,C5212,Olivia Brown,"Perez, Frey and Nunez",False,True,2021-11-01,Tracking KPIs,46,4667.0,basic
1453,28,C5212,Olivia Brown,"Perez, Frey and Nunez",False,True,2021-11-01,Tracking KPIs,62,4886.0,basic
1454,345,C5555,Margaret Mccullough,Wilson PLC,True,False,2021-11-02,Data Analysis,517,14484.0,pro
1455,74,C8756,Ryan Blanchard,Crawford-Solis,True,False,2021-11-02,Data Analysis,424,9354.0,pro
1456,47,C6477,Barbara Hunter,Gibson-Mercer,False,True,2021-11-03,Data Management,148,8017.0,basic
1457,549,C4033,Yolanda English,Smith Group,True,False,2021-11-03,Data Analysis,991,23647.0,advanced
1458,49,C6477,Barbara Hunter,Gibson-Mercer,False,True,2021-11-03,Data Management,126,7662.0,basic
1459,2,C9025,Michael Smith,Camacho-Phillips,True,False,2021-11-04,Accounting,9,1022.0,basic
1460,1,I8296,George Young,George Young,False,True,2021-11-06,Personal,1,79.99,individual
1461,1,I8296,George Young,George Young,False,True,2021-11-06,Personal,1,79.99,individual
1462,16,C7216,Michelle Hurley,Ballard LLC,True,False,2021-11-06,Data Analysis,31,1339.0,basic
1463,18,C1835,Ashley Orr,Wu-Ellis,False,True,2021-11-07,Tracking KPIs,53,1729.0,basic
1464,5,C4655,Anthony Brown,"Ramsey, Gonzales and Pugh",True,False,2021-11-07,Data Management,8,2541.0,basic
1465,202,C6923,Erica Martinez,Wood LLC,False,True,2021-11-08,Data Analysis,382,18573.0,pro
1466,22,C1649,Stephen Brewer,"Ramirez, Bryant and Flowers",True,False,2021-11-10,Accounting,167,9923.0,basic
1467,117,C5882,Kristen Rodriguez,Guzman Ltd,True,False,2021-11-10,Data Analysis,630,18642.0,pro
1468,54,C4978,Jonathan Floyd,Taylor and Sons,True,False,2021-11-10,Data Analysis,80,6202.0,pro
1469,216,C1785,Joel Anderson,Mitchell-Hubbard,False,True,2021-11-10,Data Analysis,402,21274.0,pro
1470,241,C1785,Joel Anderson,Mitchell-Hubbard,False,True,2021-11-10,Data Analysis,376,22371.0,pro
1471,40,C2834,Corey Pacheco,Wells-Davis,True,False,2021-11-10,Tracking KPIs,131,4884.0,basic
1472,61,C1785,Joel Anderson,Mitchell-Hubbard,False,True,2021-11-10,Data Analysis,359,23065.0,pro
1473,25,C5395,Jeffrey Cooper,Dodson-Jordan,False,True,2021-11-11,Tracking KPIs,93,5887.0,basic
1474,3,C9154,Robert Herring,Hahn LLC,False,True,2021-11-11,Tracking KPIs,13,2692.0,basic
1475,30,C5395,Jeffrey Cooper,Dodson-Jordan,False,True,2021-11-11,Tracking KPIs,82,6101.0,basic
1476,53,C5395,Jeffrey Cooper,Dodson-Jordan,False,True,2021-11-11,Tracking KPIs,108,6498.0,pro
1477,27,C5395,Jeffrey Cooper,Dodson-Jordan,False,True,2021-11-11,Tracking KPIs,91,6517.0,basic
1478,13,C2626,Bill Sanders,Brown-Riley,False,True,2021-11-12,Data Analysis,79,6567.0,basic
1479,300,C5161,Amanda Pierce,"Wilcox, Parrish and Walker",False,True,2021-11-12,Accounting,1973,22899.0,pro
1480,354,C5161,Amanda Pierce,"Wilcox, Parrish and Walker",False,True,2021-11-12,Accounting,2036,22089.0,pro
1481,19,C8622,Michele Livingston,"Galloway, Joseph and Kirk",True,False,2021-11-13,Data Management,87,6503.0,basic
1482,811,C6150,Denise Mcmahon,Rodriguez Inc,False,True,2021-11-13,Data Analysis,1822,22040.0,advanced
1483,110,C3436,Veronica Robinson,"Skinner, Smith and Jones",False,True,2021-11-13,Data Management,309,9280.0,pro
1484,156,C5105,Brianna Nolan,"George, Brown and King",False,True,2021-11-15,Data Analysis,754,9309.0,pro
1485,40,C7254,Amy Rush,Ryan Inc,True,False,2021-11-15,Tracking KPIs,86,7632.0,basic
1486,104,C8468,Michelle Brady,Becker PLC,True,False,2021-11-15,Tracking KPIs,340,12946.0,pro
1487,431,C4910,Robert Smith,"Brown, Costa and Daniel",True,False,2021-11-17,Data Analysis,600,14749.0,pro
1488,12,C4396,James Harvey,Park Group,True,False,2021-11-17,Tracking KPIs,30,3331.0,basic
1489,30,C6306,Tyler Cruz,Ray LLC,True,False,2021-11-17,Data Analysis,122,5972.0,basic
1490,16,C1517,Laurie Phillips,"Johnson, Stewart and Blair",True,False,2021-11-17,Tracking KPIs,31,3533.0,basic
1491,7,C9909,Dawn Harrison,Carlson Group,False,True,2021-11-18,Data Analysis,24,4430.0,basic
1492,4,C4321,Erin Washington,"Perry, Reid and Powers",False,True,2021-11-18,Data Analysis,16,3085.0,basic
1493,30,C9909,Dawn Harrison,Carlson Group,False,True,2021-11-18,Data Analysis,45,4843.0,basic
1494,15,C9909,Dawn Harrison,Carlson Group,False,True,2021-11-18,Data Analysis,36,4669.0,basic
1495,266,C5363,Ernest Benjamin,"Franco, Porter and Jones",True,False,2021-11-18,Data Analysis,741,18354.0,pro
1496,259,C2227,James Howell,Vargas PLC,True,False,2021-11-19,Data Management,667,17250.0,pro
1497,12,C2860,Frederick Stevens,Campbell PLC,True,False,2021-11-19,Tracking KPIs,35,1287.0,basic
1498,19,C1160,Maria Brown,Griffin PLC,True,False,2021-11-20,Data Analysis,30,3527.0,basic
1499,19,C3033,Robert Washington,Stevens Group,True,False,2021-11-21,Data Analysis,89,6297.0,basic
1500,23,C7154,Donna Bowers,"Gill, West and Ward",True,False,2021-11-21,Data Analysis,35,4439.0,basic
1501,242,C2864,Kerry Woodard,Parker Inc,True,False,2021-11-21,Data Management,606,17089.0,pro
1502,302,C5324,Brandy Taylor,Johnson-Taylor,True,False,2021-11-22,Data Management,606,19650.0,pro
1503,7,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,34,3516.0,basic
1504,10,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,25,4639.0,basic
1505,12,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,37,4570.0,basic
1506,27,C7865,Joe Nguyen,Fields-Garcia,True,False,2021-11-23,Data Analysis,112,9855.0,basic
1507,8,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,28,4285.0,basic
1508,85,C5257,Amanda Burns,Escobar-Cervantes,True,False,2021-11-23,Accounting,359,19763.0,pro
1509,20,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,36,3763.0,basic
1510,41,C7853,Anthony Fitzgerald,Harris LLC,True,False,2021-11-23,Data Analysis,100,7520.0,basic
1511,12,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,22,4057.0,basic
1512,8,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,32,3971.0,basic
1513,13,C6419,Lori Murphy,"Jones, Byrd and Beck",False,True,2021-11-23,Data Management,42,3373.0,basic
1514,61,C4015,Maria Thomas,Espinoza Group,True,False,2021-11-24,Data Analysis,111,4735.0,pro
1515,38,C3962,Sophia Price,Graham Inc,True,False,2021-11-24,Data Management,130,6880.0,basic
1516,492,C7566,Cynthia Hawkins,Ortiz-Carter,True,False,2021-11-24,Data Analysis,716,19576.0,pro
1517,4,C5071,Jessica Hall,Christian-Mills,False,True,2021-11-25,Data Management,10,1901.0,basic
1518,2,C1424,Tyler Williams,"Williams, Lopez and Perkins",True,False,2021-11-26,Data Analysis,7,3814.0,basic
1519,1,I5536,Andrew Martinez,Andrew Martinez,False,True,2021-11-27,Personal,1,79.99,individual
1520,151,C3654,Kyle Chandler,Young-Ramirez,True,False,2021-11-29,Data Management,536,19321.0,pro
1521,1,I3784,Donna Miller,Donna Miller,False,True,2021-11-30,Personal,1,79.99,individual
1522,300,C9318,Tanner Duncan,Scott Inc,True,False,2021-11-30,Tracking KPIs,1412,22825.0,pro
1523,27,C1562,Christopher Dixon,"Baker, Morris and Davis",False,True,2021-12-01,Data Analysis,77,6842.0,basic
1524,37,C1562,Christopher Dixon,"Baker, Morris and Davis",False,True,2021-12-01,Data Analysis,87,6629.0,basic
1525,20,C4425,Allen Gonzalez,James Inc,False,True,2021-12-02,Tracking KPIs,80,5835.0,basic
1526,9,C7100,Erin Sanchez,Hicks-Randolph,True,False,2021-12-02,Data Management,38,3961.0,basic
1527,31,C4425,Allen Gonzalez,James Inc,False,True,2021-12-02,Tracking KPIs,58,5139.0,basic
1528,21,C4425,Allen Gonzalez,James Inc,False,True,2021-12-02,Tracking KPIs,48,4779.0,basic
1529,34,C4425,Allen Gonzalez,James Inc,False,True,2021-12-02,Tracking KPIs,64,5432.0,basic
1530,91,C7367,Carolyn Garrison,Bass LLC,False,True,2021-12-03,Data Management,291,21227.0,pro
1531,295,C7367,Carolyn Garrison,Bass LLC,False,True,2021-12-03,Data Management,540,22096.0,pro
1532,35,C3203,Michael Johnson,Walter Group,False,True,2021-12-03,Tracking KPIs,82,2703.0,basic
1533,22,C3203,Michael Johnson,Walter Group,False,True,2021-12-03,Tracking KPIs,48,2602.0,basic
1534,41,C3203,Michael Johnson,Walter Group,False,True,2021-12-03,Tracking KPIs,124,2782.0,basic
1535,56,C3461,Holly Smith,"Moore, Colon and Tran",False,True,2021-12-03,Accounting,258,12879.0,pro
1536,32,C3461,Holly Smith,"Moore, Colon and Tran",False,True,2021-12-03,Accounting,290,13339.0,basic
1537,49,C3461,Holly Smith,"Moore, Colon and Tran",False,True,2021-12-03,Accounting,347,13930.0,basic
1538,23,C4517,Laura Jones,Woodard PLC,True,False,2021-12-04,Accounting,130,9070.0,basic
1539,57,C8138,William Rivera,Taylor Group,False,True,2021-12-05,Tracking KPIs,126,9649.0,pro
1540,1170,C5189,Nicole Bennett,Morgan Ltd,False,True,2021-12-06,Data Analysis,1589,20868.0,advanced
1541,438,C3221,Jesse Bailey,Mcgee-Austin,False,True,2021-12-06,Tracking KPIs,1723,22600.0,pro
1542,115,C7990,Kaitlyn Smith,"Vazquez, Jackson and Williams",True,False,2021-12-06,Tracking KPIs,301,14447.0,pro
1543,428,C3221,Jesse Bailey,Mcgee-Austin,False,True,2021-12-06,Tracking KPIs,1895,23293.0,pro
1544,27,C1335,Michael Ayala,Guerrero-Meyer,True,False,2021-12-07,Data Analysis,51,7383.0,basic
1545,103,C3724,Ashley Lopez,Brown Group,True,False,2021-12-07,Data Analysis,415,14913.0,pro
1546,222,C5094,Deanna Baker,Lucero and Sons,True,False,2021-12-07,Data Management,458,15831.0,pro
1547,43,C2232,Angelica Zavala,Sanchez-Farmer,True,False,2021-12-08,Data Analysis,120,5845.0,basic
1548,31,C5576,Shannon Lee,Porter-Santos,True,False,2021-12-08,Tracking KPIs,81,5209.0,basic
1549,352,C7026,John Palmer,"Powers, Garcia and Pena",True,False,2021-12-09,Data Management,748,14772.0,pro
1550,29,C2077,Joseph Jones,Hill Inc,True,False,2021-12-09,Accounting,134,7151.0,basic
1551,948,C6353,Johnny Velez,"Duffy, Williams and Nguyen",False,True,2021-12-12,Data Analysis,1574,22070.0,advanced
1552,951,C6353,Johnny Velez,"Duffy, Williams and Nguyen",False,True,2021-12-12,Data Analysis,1655,24833.0,advanced
1553,598,C6353,Johnny Velez,"Duffy, Williams and Nguyen",False,True,2021-12-12,Data Analysis,1614,23329.0,advanced
1554,408,C6353,Johnny Velez,"Duffy, Williams and Nguyen",False,True,2021-12-12,Data Analysis,1428,21353.0,pro
1555,157,C8152,Joseph Franklin,"Anderson, Davis and Burton",False,True,2021-12-13,Tracking KPIs,700,13132.0,pro
1556,315,C8152,Joseph Franklin,"Anderson, Davis and Burton",False,True,2021-12-13,Tracking KPIs,642,12634.0,pro
